Setting up DRV SPI
Finished DRV SPI setup
baseline
6	4	-3.36299	1.121
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.15437	0.052
2	6	-2.36053	0.787
3	2	-1.27364	0.425
4	5	-4.42895	1.476
5	1	-5.45017	1.817
6	4	-3.36399	1.121
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.30278	0.101
2	6	-2.27117	0.757
3	2	-1.33556	0.445
4	5	-4.46874	1.490
5	1	-5.42050	1.807
6	4	-3.37572	1.125
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.19553	0.065
2	6	-2.34532	0.782
3	2	-1.24398	0.415
4	5	-4.33664	1.446
5	1	-5.41723	1.806
6	4	-3.39705	1.132
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.24388	0.081
2	6	-2.24185	0.747
3	2	-1.14958	0.383
4	5	-4.36413	1.455
5	1	-5.40890	1.803
6	4	-3.31070	1.104
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.03864	0.013
2	6	-2.26582	0.755
3	2	-1.15655	0.386
4	5	-4.23315	1.411
5	1	-5.32629	1.776
6	4	-3.17828	1.060
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-0.08276	0.028
2	6	-2.11554	0.705
3	2	-1.09541	0.365
4	5	-4.27328	1.425
5	1	-5.18621	1.729
6	4	-3.22122	1.074
7	0	0.00000	0.000

0	0	0.00000	0.000
1	0	0.00000	0.000
2	6	-2.10605	0.702
3	2	-1.06024	0.354
4	5	-4.13966	1.380
5	1	-5.24941	1.750
6	4	-3.13701	1.046
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-6.22502	2.075
2	6	-2.03185	0.677
3	2	-0.92243	0.308
4	5	-4.14363	1.381
5	1	-5.14925	1.717
6	4	-3.13046	1.044
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-6.24503	2.082
2	6	-2.07805	0.693
3	2	-1.02799	0.343
4	5	-4.11761	1.373
5	1	-5.19092	1.730
6	4	-3.01733	1.006
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-6.23747	2.079
2	6	-2.00373	0.668
3	2	-0.97020	0.323
4	5	-4.20925	1.403
5	1	-5.09850	1.700
6	4	-3.14252	1.048
7	0	0.00000	0.000

recheck baseline
0	0	0.00000	0.000
1	5	1.69065	1.691
2	3	5.77897	5.779
3	1	0.56853	0.569
4	6	3.78139	3.781
5	4	2.64199	2.642
6	2	4.88427	4.884
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-6.02233	6.022
2	6	-1.76910	1.769
3	2	-0.83894	0.839
4	5	-4.01844	4.019
5	1	-4.92552	4.926
6	4	-2.91145	2.912
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	1.69156	1.692
2	3	5.77826	5.778
3	1	0.56660	0.567
4	6	3.78104	3.781
5	4	2.64272	2.643
6	2	4.88221	4.882
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-6.02131	6.021
2	6	-1.76779	1.768
3	2	-0.83799	0.838
4	5	-4.01569	4.016
5	1	-4.92425	4.924
6	4	-2.90928	2.909
7	0	0.00000	0.000

