x-axis,1,2,3,4
-20.03800E-03,+12.50000E-03,-575.00000E-03,-387.50000E-03,+822.49998E-03
-19.98800E-03,+100.00000E-03,-662.50000E-03,-550.00000E-03,+1.48874998E+00
-19.93800E-03,-375.00000E-03,-337.50000E-03,-387.50000E-03,+1.61374998E+00
-19.88800E-03,-375.00000E-03,-812.50000E-03,-550.00000E-03,+911.24998E-03
-19.83800E-03,-450.00000E-03,-812.50000E-03,-387.50000E-03,+1.46124998E+00
-19.78800E-03,-612.50000E-03,-737.50000E-03,-550.00000E-03,+1.96999998E+00
-19.73800E-03,-450.00000E-03,-500.00000E-03,-387.50000E-03,+1.36999998E+00
-19.68800E-03,-612.50000E-03,-500.00000E-03,-625.00000E-03,+1.44749998E+00
-19.63800E-03,-525.00000E-03,-500.00000E-03,-550.00000E-03,+1.51374998E+00
-19.58800E-03,-700.00000E-03,-500.00000E-03,-312.50000E-03,-21.25002E-03
-19.53800E-03,+1.00000000E+00,-500.00000E-03,-387.50000E-03,-61.25002E-03
-19.48800E-03,+3.22500000E+00,-500.00000E-03,-550.00000E-03,-45.00002E-03
-19.43800E-03,+1.77500000E+00,-425.00000E-03,-312.50000E-03,-181.25002E-03
-19.38800E-03,-187.50000E-03,-262.50000E-03,-387.50000E-03,-425.00002E-03
-19.33800E-03,+3.52500000E+00,-500.00000E-03,-550.00000E-03,-68.75002E-03
-19.28800E-03,+2.80000000E+00,-500.00000E-03,-387.50000E-03,-143.75002E-03
-19.23800E-03,+725.00000E-03,-575.00000E-03,-625.00000E-03,-306.25002E-03
-19.18800E-03,+5.73750000E+00,-737.50000E-03,-625.00000E-03,-61.25002E-03
-19.13800E-03,+3.03750000E+00,-500.00000E-03,-550.00000E-03,-67.50002E-03
-19.08800E-03,-1.00000000E+00,-575.00000E-03,-387.50000E-03,-185.00002E-03
-19.03800E-03,+425.00000E-03,-812.50000E-03,-625.00000E-03,-203.75002E-03
-18.98800E-03,+4.93750000E+00,-812.50000E-03,-550.00000E-03,-37.50002E-03
-18.93800E-03,+3.43750000E+00,-737.50000E-03,-312.50000E-03,-105.00002E-03
-18.88800E-03,+262.50000E-03,-500.00000E-03,-312.50000E-03,-243.75002E-03
-18.83800E-03,+5.32500000E+00,-500.00000E-03,-312.50000E-03,-28.75002E-03
-18.78800E-03,+3.98750000E+00,-500.00000E-03,-312.50000E-03,-115.00002E-03
-18.73800E-03,+275.00000E-03,-500.00000E-03,-387.50000E-03,-125.00002E-03
-18.68800E-03,+4.76250000E+00,-575.00000E-03,-625.00000E-03,-6.25002E-03
-18.63800E-03,+6.26250000E+00,-662.50000E-03,-550.00000E-03,-13.75002E-03
-18.58800E-03,+6.27500000E+00,-337.50000E-03,-387.50000E-03,-37.50002E-03
-18.53800E-03,+5.86250000E+00,-737.50000E-03,-625.00000E-03,-45.00002E-03
-18.48800E-03,+6.81250000E+00,-500.00000E-03,-550.00000E-03,-46.25002E-03
-18.43800E-03,+4.93750000E+00,-500.00000E-03,-312.50000E-03,+2.49998E-03
-18.38800E-03,+1.25000000E+00,-500.00000E-03,-312.50000E-03,-53.75002E-03
-18.33800E-03,+8.15000000E+00,-500.00000E-03,-387.50000E-03,-13.75002E-03
-18.28800E-03,+5.41250000E+00,-425.00000E-03,-625.00000E-03,-52.50002E-03
-18.23800E-03,+725.00000E-03,-262.50000E-03,-550.00000E-03,-85.00002E-03
-18.18800E-03,+6.63750000E+00,-500.00000E-03,-387.50000E-03,-30.00002E-03
-18.13800E-03,+8.06250000E+00,-425.00000E-03,-625.00000E-03,-13.75002E-03
-18.08800E-03,+6.18750000E+00,-337.50000E-03,-550.00000E-03,-37.50002E-03
-18.03800E-03,+2.27500000E+00,-737.50000E-03,-387.50000E-03,-37.50002E-03
-17.98800E-03,+8.68750000E+00,-500.00000E-03,-550.00000E-03,-52.50002E-03
-17.93800E-03,+6.58750000E+00,-500.00000E-03,-387.50000E-03,-100.00002E-03
-17.88800E-03,+1.36250000E+00,-500.00000E-03,-625.00000E-03,-77.50002E-03
-17.83800E-03,+6.70000000E+00,-575.00000E-03,-625.00000E-03,-13.75002E-03
-17.78800E-03,+9.31250000E+00,-662.50000E-03,-550.00000E-03,-37.50002E-03
-17.73800E-03,+9.31250000E+00,-412.50000E-03,-312.50000E-03,-37.50002E-03
-17.68800E-03,+9.46250000E+00,-975.00000E-03,-387.50000E-03,-45.00002E-03
-17.63800E-03,+9.86250000E+00,-575.00000E-03,-625.00000E-03,-46.25002E-03
-17.58800E-03,+7.60000000E+00,-737.50000E-03,-625.00000E-03,+17.49998E-03
-17.53800E-03,+2.76250000E+00,-500.00000E-03,-625.00000E-03,-13.75002E-03
-17.48800E-03,+8.35000000E+00,-500.00000E-03,-550.00000E-03,-30.00002E-03
-17.43800E-03,+8.45000000E+00,-425.00000E-03,-387.50000E-03,-21.25002E-03
-17.38800E-03,+3.50000000E+00,-262.50000E-03,-550.00000E-03,-61.25002E-03
-17.33800E-03,+7.07500000E+00,-500.00000E-03,-387.50000E-03,-30.00002E-03
-17.28800E-03,+10.95000000E+00,-500.00000E-03,-625.00000E-03,-6.25002E-03
-17.23800E-03,+9.01250000E+00,-500.00000E-03,-625.00000E-03,-13.75002E-03
-17.18800E-03,+4.15000000E+00,-500.00000E-03,-625.00000E-03,-37.50002E-03
-17.13800E-03,+10.71250000E+00,-500.00000E-03,-625.00000E-03,-45.00002E-03
-17.08800E-03,+9.38750000E+00,-500.00000E-03,-550.00000E-03,-61.25002E-03
-17.03800E-03,+4.66250000E+00,-500.00000E-03,-387.50000E-03,-30.00002E-03
-16.98800E-03,+8.72500000E+00,-500.00000E-03,-625.00000E-03,-6.25002E-03
-16.93800E-03,+11.88750000E+00,-500.00000E-03,-550.00000E-03,-6.25002E-03
-16.88800E-03,+9.87500000E+00,-425.00000E-03,-312.50000E-03,-28.75002E-03
-16.83800E-03,+5.15000000E+00,-187.50000E-03,-387.50000E-03,-85.00002E-03
-16.78800E-03,+12.67500000E+00,-262.50000E-03,-625.00000E-03,-30.00002E-03
-16.73800E-03,+10.33750000E+00,-500.00000E-03,-550.00000E-03,-6.25002E-03
-16.68800E-03,+4.88750000E+00,-500.00000E-03,-312.50000E-03,-13.75002E-03
-16.63800E-03,+9.66250000E+00,-425.00000E-03,-387.50000E-03,-37.50002E-03
-16.58800E-03,+12.75000000E+00,-187.50000E-03,-625.00000E-03,-45.00002E-03
-16.53800E-03,+10.50000000E+00,-262.50000E-03,-550.00000E-03,-68.75002E-03
-16.48800E-03,+6.30000000E+00,-500.00000E-03,-387.50000E-03,-173.75002E-03
-16.43800E-03,+15.48750000E+00,-425.00000E-03,-625.00000E-03,-723.75002E-03
-16.38800E-03,+11.35000000E+00,-262.50000E-03,-550.00000E-03,-1.31500002E+00
-16.33800E-03,+2.97500000E+00,-500.00000E-03,-312.50000E-03,-796.25002E-03
-16.28800E-03,+15.56250000E+00,-500.00000E-03,-312.50000E-03,-356.25002E-03
-16.23800E-03,+11.58750000E+00,-500.00000E-03,-312.50000E-03,-1.20375002E+00
-16.18800E-03,+1.40000000E+00,-425.00000E-03,-237.50000E-03,-1.24875002E+00
-16.13800E-03,+10.57500000E+00,-262.50000E-03,-150.00000E-03,-180.00002E-03
-16.08800E-03,+15.48750000E+00,-500.00000E-03,-475.00000E-03,-826.25002E-03
-16.03800E-03,+11.27500000E+00,-500.00000E-03,-150.00000E-03,-1.22625002E+00
-15.98800E-03,+2.73750000E+00,-575.00000E-03,-550.00000E-03,-462.50002E-03
-15.93800E-03,+15.56250000E+00,-737.50000E-03,-387.50000E-03,-412.50002E-03
-15.88800E-03,+11.58750000E+00,-575.00000E-03,-625.00000E-03,-1.04375002E+00
-15.83800E-03,+1.70000000E+00,-737.50000E-03,-550.00000E-03,-892.50002E-03
-15.78800E-03,+11.45000000E+00,-500.00000E-03,-312.50000E-03,-202.50002E-03
-15.73800E-03,+15.25000000E+00,-500.00000E-03,-387.50000E-03,-905.00002E-03
-15.68800E-03,+14.57500000E+00,-425.00000E-03,-625.00000E-03,-1.13750002E+00
-15.63800E-03,+13.26250000E+00,-337.50000E-03,-550.00000E-03,-128.75002E-03
-15.58800E-03,+15.80000000E+00,-737.50000E-03,-387.50000E-03,-498.75002E-03
-15.53800E-03,+11.58750000E+00,-425.00000E-03,-550.00000E-03,-993.75002E-03
-15.48800E-03,+2.90000000E+00,-337.50000E-03,-312.50000E-03,-583.75002E-03
-15.43800E-03,+15.32500000E+00,-737.50000E-03,-387.50000E-03,-217.50002E-03
-15.38800E-03,+11.51250000E+00,-500.00000E-03,-550.00000E-03,-930.00002E-03
-15.33800E-03,+1.31250000E+00,-425.00000E-03,-312.50000E-03,-1.05875002E+00
-15.28800E-03,+11.12500000E+00,-187.50000E-03,-387.50000E-03,-135.00002E-03
-15.23800E-03,+15.80000000E+00,-262.50000E-03,-625.00000E-03,-623.75002E-03
-15.18800E-03,+11.58750000E+00,-500.00000E-03,-550.00000E-03,-991.25002E-03
-15.13800E-03,+3.05000000E+00,-500.00000E-03,-462.50000E-03,-297.50002E-03
-15.08800E-03,+15.72500000E+00,-500.00000E-03,-787.50000E-03,-311.25002E-03
-15.03800E-03,+11.35000000E+00,-425.00000E-03,-387.50000E-03,-926.25002E-03
-14.98800E-03,+1.70000000E+00,-337.50000E-03,-625.00000E-03,-821.25002E-03
-14.93800E-03,+11.52500000E+00,-662.50000E-03,-625.00000E-03,-172.50002E-03
-14.88800E-03,+15.56250000E+00,-187.50000E-03,-625.00000E-03,-765.00002E-03
-14.83800E-03,+13.98750000E+00,-262.50000E-03,-625.00000E-03,-987.50002E-03
-14.78800E-03,+10.57500000E+00,-425.00000E-03,-550.00000E-03,-90.00002E-03
-14.73800E-03,+15.56250000E+00,-262.50000E-03,-312.50000E-03,-443.75002E-03
-14.68800E-03,+11.51250000E+00,-575.00000E-03,-462.50000E-03,-977.50002E-03
-14.63800E-03,+1.46250000E+00,-737.50000E-03,-787.50000E-03,-615.00002E-03
-14.58800E-03,+11.45000000E+00,-500.00000E-03,-387.50000E-03,-226.25002E-03
-14.53800E-03,+15.32500000E+00,-500.00000E-03,-625.00000E-03,-890.00002E-03
-14.48800E-03,+13.91250000E+00,-500.00000E-03,-550.00000E-03,-1.08250002E+00
-14.43800E-03,+10.41250000E+00,-650.00000E-03,-312.50000E-03,-127.50002E-03
-14.38800E-03,+15.80000000E+00,-900.00000E-03,-387.50000E-03,-600.00002E-03
-14.33800E-03,+11.58750000E+00,-187.50000E-03,-625.00000E-03,-1.01375002E+00
-14.28800E-03,+2.97500000E+00,-262.50000E-03,-625.00000E-03,-353.75002E-03
-14.23800E-03,+15.48750000E+00,-425.00000E-03,-550.00000E-03,-263.75002E-03
-14.18800E-03,+11.35000000E+00,-262.50000E-03,-312.50000E-03,-1.00125002E+00
-14.13800E-03,+1.25000000E+00,-575.00000E-03,-312.50000E-03,-1.05875002E+00
-14.08800E-03,+10.10000000E+00,-662.50000E-03,-312.50000E-03,-180.00002E-03
-14.03800E-03,+15.48750000E+00,-262.50000E-03,-312.50000E-03,-826.25002E-03
-13.98800E-03,+12.47500000E+00,-500.00000E-03,-312.50000E-03,-1.13625002E+00
-13.93800E-03,+6.53750000E+00,-575.00000E-03,-312.50000E-03,-200.00002E-03
-13.88800E-03,+15.56250000E+00,-737.50000E-03,-312.50000E-03,-528.75002E-03
-13.83800E-03,+11.51250000E+00,-425.00000E-03,-387.50000E-03,-1.20125002E+00
-13.78800E-03,+1.08750000E+00,-262.50000E-03,-625.00000E-03,-947.50002E-03
-13.73800E-03,+10.33750000E+00,-425.00000E-03,-550.00000E-03,-271.25002E-03
-13.68800E-03,+15.48750000E+00,-187.50000E-03,-312.50000E-03,-1.13000002E+00
-13.63800E-03,+14.05000000E+00,-262.50000E-03,-312.50000E-03,-1.40625002E+00
-13.58800E-03,+11.52500000E+00,-500.00000E-03,-312.50000E-03,-227.50002E-03
-13.53800E-03,+15.48750000E+00,-500.00000E-03,-387.50000E-03,-893.75002E-03
-13.48800E-03,+11.27500000E+00,-500.00000E-03,-550.00000E-03,-1.59000002E+00
-13.43800E-03,+2.73750000E+00,-500.00000E-03,-312.50000E-03,-900.00002E-03
-13.38800E-03,+15.48750000E+00,-500.00000E-03,-312.50000E-03,-383.75002E-03
-13.33800E-03,+11.35000000E+00,-500.00000E-03,-387.50000E-03,-1.60625002E+00
-13.28800E-03,+1.47500000E+00,-425.00000E-03,-625.00000E-03,-1.80125002E+00
-13.23800E-03,+10.73750000E+00,-337.50000E-03,-550.00000E-03,-237.50002E-03
-13.18800E-03,+15.32500000E+00,-737.50000E-03,-387.50000E-03,-692.50002E-03
-13.13800E-03,+11.51250000E+00,-425.00000E-03,-550.00000E-03,-1.13375002E+00
-13.08800E-03,+2.66250000E+00,-262.50000E-03,-312.50000E-03,-335.00002E-03
-13.03800E-03,+15.32500000E+00,-500.00000E-03,-312.50000E-03,-535.00002E-03
-12.98800E-03,+11.66250000E+00,-575.00000E-03,-312.50000E-03,-1.38625002E+00
-12.93800E-03,+1.33750000E+00,-737.50000E-03,-312.50000E-03,-1.22500002E+00
-12.88800E-03,+9.55000000E+00,-575.00000E-03,-387.50000E-03,-240.00002E-03
-12.83800E-03,+15.25000000E+00,-737.50000E-03,-550.00000E-03,-1.08375002E+00
-12.78800E-03,+12.10000000E+00,-500.00000E-03,-387.50000E-03,-1.35750002E+00
-12.73800E-03,+5.35000000E+00,-500.00000E-03,-625.00000E-03,-261.25002E-03
-12.68800E-03,+15.48750000E+00,-500.00000E-03,-625.00000E-03,-670.00002E-03
-12.63800E-03,+11.27500000E+00,-500.00000E-03,-550.00000E-03,-1.20500002E+00
-12.58800E-03,+1.01250000E+00,-500.00000E-03,-312.50000E-03,-726.25002E-03
-12.53800E-03,+10.10000000E+00,-500.00000E-03,-387.50000E-03,-225.00002E-03
-12.48800E-03,+11.51250000E+00,-500.00000E-03,-625.00000E-03,-998.75002E-03
-12.43800E-03,+937.50000E-03,-500.00000E-03,-625.00000E-03,-1.20875002E+00
-12.38800E-03,+9.86250000E+00,-575.00000E-03,-550.00000E-03,-166.25002E-03
-12.33800E-03,+15.56250000E+00,-737.50000E-03,-387.50000E-03,-647.50002E-03
-12.28800E-03,+11.58750000E+00,-575.00000E-03,-550.00000E-03,-991.25002E-03
-12.23800E-03,+3.05000000E+00,-737.50000E-03,-387.50000E-03,-290.00002E-03
-12.18800E-03,+15.80000000E+00,-500.00000E-03,-550.00000E-03,-287.50002E-03
-12.13800E-03,+11.51250000E+00,-500.00000E-03,-387.50000E-03,-971.25002E-03
-12.08800E-03,+1.38750000E+00,-500.00000E-03,-550.00000E-03,-963.75002E-03
-12.03800E-03,+11.21250000E+00,-425.00000E-03,-387.50000E-03,-157.50002E-03
-11.98800E-03,+15.32500000E+00,-187.50000E-03,-625.00000E-03,-710.00002E-03
-11.93800E-03,+14.21250000E+00,-262.50000E-03,-625.00000E-03,-971.25002E-03
-11.88800E-03,+11.28750000E+00,-500.00000E-03,-625.00000E-03,-121.25002E-03
-11.83800E-03,+15.56250000E+00,-500.00000E-03,-625.00000E-03,-460.00002E-03
-11.78800E-03,+11.66250000E+00,-500.00000E-03,-625.00000E-03,-968.75002E-03
-11.73800E-03,+2.01250000E+00,-575.00000E-03,-625.00000E-03,-647.50002E-03
-11.68800E-03,+11.76250000E+00,-737.50000E-03,-625.00000E-03,-171.25002E-03
-11.63800E-03,+15.56250000E+00,-425.00000E-03,-550.00000E-03,-858.75002E-03
-11.58800E-03,+13.76250000E+00,-187.50000E-03,-312.50000E-03,-1.06625002E+00
-11.53800E-03,+9.93750000E+00,-337.50000E-03,-312.50000E-03,-143.75002E-03
-11.48800E-03,+15.72500000E+00,-737.50000E-03,-387.50000E-03,-546.25002E-03
-11.43800E-03,+11.35000000E+00,-500.00000E-03,-550.00000E-03,-941.25002E-03
-11.38800E-03,+2.90000000E+00,-425.00000E-03,-312.50000E-03,-417.50002E-03
-11.33800E-03,+15.32500000E+00,-262.50000E-03,-387.50000E-03,-232.50002E-03
-11.28800E-03,+11.58750000E+00,-500.00000E-03,-550.00000E-03,-977.50002E-03
-11.23800E-03,+1.92500000E+00,-425.00000E-03,-387.50000E-03,-1.04375002E+00
-11.18800E-03,+12.23750000E+00,-187.50000E-03,-625.00000E-03,-95.00002E-03
-11.13800E-03,+15.48750000E+00,-337.50000E-03,-550.00000E-03,-662.50002E-03
-11.08800E-03,+11.27500000E+00,-737.50000E-03,-387.50000E-03,-1.02375002E+00
-11.03800E-03,+2.81250000E+00,-500.00000E-03,-625.00000E-03,-272.50002E-03
-10.98800E-03,+15.72500000E+00,-425.00000E-03,-625.00000E-03,-412.50002E-03
-10.93800E-03,+11.27500000E+00,-337.50000E-03,-625.00000E-03,-1.02875002E+00
-10.88800E-03,+1.31250000E+00,-737.50000E-03,-625.00000E-03,-845.00002E-03
-10.83800E-03,+10.97500000E+00,-500.00000E-03,-625.00000E-03,-195.00002E-03
-10.78800E-03,+15.25000000E+00,-500.00000E-03,-550.00000E-03,-888.75002E-03
-10.73800E-03,+14.05000000E+00,-500.00000E-03,-312.50000E-03,-1.18375002E+00
-10.68800E-03,+11.52500000E+00,-425.00000E-03,-462.50000E-03,-207.50002E-03
-10.63800E-03,+15.48750000E+00,-187.50000E-03,-862.50000E-03,-552.50002E-03
-10.58800E-03,+11.42500000E+00,-337.50000E-03,-550.00000E-03,-1.13375002E+00
-10.53800E-03,+3.13750000E+00,-812.50000E-03,-387.50000E-03,-726.25002E-03
-10.48800E-03,+15.25000000E+00,-737.50000E-03,-625.00000E-03,-262.50002E-03
-10.43800E-03,+11.27500000E+00,-425.00000E-03,-625.00000E-03,-1.17000002E+00
-10.38800E-03,+1.76250000E+00,-187.50000E-03,-550.00000E-03,-1.36750002E+00
-10.33800E-03,+12.40000000E+00,-262.50000E-03,-312.50000E-03,-165.00002E-03
-10.28800E-03,+15.32500000E+00,-500.00000E-03,-387.50000E-03,-786.25002E-03
-10.23800E-03,+11.58750000E+00,-500.00000E-03,-550.00000E-03,-1.31750002E+00
-10.18800E-03,+3.05000000E+00,-500.00000E-03,-312.50000E-03,-676.25002E-03
-10.13800E-03,+15.80000000E+00,-425.00000E-03,-312.50000E-03,-457.50002E-03
-10.08800E-03,+11.51250000E+00,-262.50000E-03,-312.50000E-03,-1.31375002E+00
-10.03800E-03,+1.53750000E+00,-425.00000E-03,-387.50000E-03,-1.29625002E+00
-9.98800E-03,+11.01250000E+00,-262.50000E-03,-550.00000E-03,-37.50002E-03
-9.93800E-03,+12.36250000E+00,-500.00000E-03,-387.50000E-03,-37.50002E-03
-9.88800E-03,+9.95000000E+00,-500.00000E-03,-625.00000E-03,-45.00002E-03
-9.83800E-03,+5.16250000E+00,-500.00000E-03,-550.00000E-03,-61.25002E-03
-9.78800E-03,+11.81250000E+00,-500.00000E-03,-387.50000E-03,-30.00002E-03
-9.73800E-03,+9.63750000E+00,-500.00000E-03,-625.00000E-03,-13.75002E-03
-9.68800E-03,+4.25000000E+00,-500.00000E-03,-625.00000E-03,-37.50002E-03
-9.63800E-03,+9.52500000E+00,-575.00000E-03,-550.00000E-03,-45.00002E-03
-9.58800E-03,+11.11250000E+00,-662.50000E-03,-312.50000E-03,-61.25002E-03
-9.53800E-03,+10.95000000E+00,-262.50000E-03,-387.50000E-03,-22.50002E-03
-9.48800E-03,+11.11250000E+00,-500.00000E-03,-550.00000E-03,+9.99998E-03
-9.43800E-03,+10.87500000E+00,-425.00000E-03,-387.50000E-03,-37.50002E-03
-9.38800E-03,+8.70000000E+00,-262.50000E-03,-625.00000E-03,-45.00002E-03
-9.33800E-03,+4.13750000E+00,-500.00000E-03,-550.00000E-03,-61.25002E-03
-9.28800E-03,+11.27500000E+00,-500.00000E-03,-312.50000E-03,-30.00002E-03
-9.23800E-03,+7.93750000E+00,-500.00000E-03,-387.50000E-03,-13.75002E-03
-9.18800E-03,+1.65000000E+00,-425.00000E-03,-550.00000E-03,-37.50002E-03
-9.13800E-03,+8.51250000E+00,-262.50000E-03,-312.50000E-03,-37.50002E-03
-9.08800E-03,+9.86250000E+00,-425.00000E-03,-312.50000E-03,-45.00002E-03
-9.03800E-03,+7.52500000E+00,-262.50000E-03,-387.50000E-03,-61.25002E-03
-8.98800E-03,+2.97500000E+00,-425.00000E-03,-625.00000E-03,-22.50002E-03
-8.93800E-03,+9.47500000E+00,-262.50000E-03,-550.00000E-03,+17.49998E-03
-8.88800E-03,+6.97500000E+00,-500.00000E-03,-312.50000E-03,-13.75002E-03
-8.83800E-03,+1.91250000E+00,-575.00000E-03,-312.50000E-03,-37.50002E-03
-8.78800E-03,+6.71250000E+00,-737.50000E-03,-312.50000E-03,-45.00002E-03
-8.73800E-03,+8.37500000E+00,-500.00000E-03,-387.50000E-03,-53.75002E-03
-8.68800E-03,+7.55000000E+00,-425.00000E-03,-625.00000E-03,-13.75002E-03
-8.63800E-03,+5.68750000E+00,-262.50000E-03,-550.00000E-03,-37.50002E-03
-8.58800E-03,+8.13750000E+00,-500.00000E-03,-387.50000E-03,-30.00002E-03
-8.53800E-03,+6.27500000E+00,-425.00000E-03,-550.00000E-03,-21.25002E-03
-8.48800E-03,+1.57500000E+00,-262.50000E-03,-387.50000E-03,-61.25002E-03
-8.43800E-03,+7.67500000E+00,-500.00000E-03,-550.00000E-03,-37.50002E-03
-8.38800E-03,+5.41250000E+00,-575.00000E-03,-312.50000E-03,-52.50002E-03
-8.33800E-03,+425.00000E-03,-737.50000E-03,-312.50000E-03,-92.50002E-03
-8.28800E-03,+5.38750000E+00,-500.00000E-03,-312.50000E-03,-61.25002E-03
-8.23800E-03,+6.73750000E+00,-500.00000E-03,-312.50000E-03,-52.50002E-03
-8.18800E-03,+4.70000000E+00,-425.00000E-03,-387.50000E-03,-107.50002E-03
-8.13800E-03,+725.00000E-03,-337.50000E-03,-625.00000E-03,-108.75002E-03
-8.08800E-03,+6.18750000E+00,-662.50000E-03,-550.00000E-03,-30.00002E-03
-8.03800E-03,+4.53750000E+00,-262.50000E-03,-237.50000E-03,-36.25002E-03
-7.98800E-03,+437.50000E-03,-500.00000E-03,-75.00000E-03,-123.75002E-03
-7.93800E-03,+4.45000000E+00,-500.00000E-03,-312.50000E-03,-85.00002E-03
-7.88800E-03,+5.72500000E+00,-500.00000E-03,-312.50000E-03,-30.00002E-03
-7.83800E-03,+3.75000000E+00,-500.00000E-03,-312.50000E-03,-58.75002E-03
-7.78800E-03,+500.00000E-03,-500.00000E-03,-312.50000E-03,-180.00002E-03
-7.73800E-03,+5.10000000E+00,-500.00000E-03,-312.50000E-03,-37.50002E-03
-7.68800E-03,+3.27500000E+00,-500.00000E-03,-312.50000E-03,-90.00002E-03
-7.63800E-03,-325.00000E-03,-500.00000E-03,-312.50000E-03,-196.25002E-03
-7.58800E-03,+2.48750000E+00,-500.00000E-03,-387.50000E-03,-6.25002E-03
-7.53800E-03,+4.47500000E+00,-500.00000E-03,-550.00000E-03,-6.25002E-03
-7.48800E-03,+2.87500000E+00,-500.00000E-03,-387.50000E-03,-81.25002E-03
-7.43800E-03,+437.50000E-03,-575.00000E-03,-550.00000E-03,-251.25002E-03
-7.38800E-03,+4.00000000E+00,-737.50000E-03,-387.50000E-03,-37.50002E-03
-7.33800E-03,+2.80000000E+00,-425.00000E-03,-625.00000E-03,-120.00002E-03
-7.28800E-03,-1.07500000E+00,-337.50000E-03,-550.00000E-03,-321.25002E-03
-7.23800E-03,-187.50000E-03,-737.50000E-03,-387.50000E-03,-108.75002E-03
