103844	137.30	2.72	1.06	-0.047	0.019	0.995
103895	137.37	2.88	1.03	-0.050	0.018	0.998
103948	137.46	2.90	1.29	-0.052	0.021	1.000
103999	137.51	2.91	1.05	-0.051	0.018	0.996
104050	137.59	2.70	1.11	-0.047	0.020	0.994
104103	137.67	2.93	1.19	-0.052	0.019	0.996
104154	137.72	2.88	0.81	-0.050	0.016	0.996
104205	137.79	2.63	1.01	-0.046	0.018	0.997
104256	137.85	2.94	0.86	-0.051	0.015	0.997
104309	137.93	3.00	1.04	-0.051	0.017	0.995
104359	138.00	2.98	1.03	-0.051	0.016	0.996
104410	138.06	2.93	0.91	-0.051	0.016	0.997
104461	138.13	2.99	1.05	-0.052	0.018	0.998
104513	138.20	2.80	1.06	-0.049	0.019	0.999
104564	138.26	2.73	0.96	-0.048	0.017	0.995
104615	138.32	2.94	0.83	-0.051	0.015	0.995
104668	138.39	2.84	0.89	-0.051	0.016	0.993
104719	138.45	2.96	1.02	-0.051	0.018	0.994
104770	138.52	2.92	1.19	-0.051	0.020	0.997
104823	138.57	2.85	0.80	-0.050	0.016	0.994
104874	138.65	2.82	1.15	-0.048	0.019	0.997
104925	138.70	2.85	1.09	-0.049	0.019	0.996
104978	138.77	2.80	1.16	-0.051	0.019	0.998
105029	138.80	2.52	0.51	-0.044	0.008	0.992
105080	138.68	3.11	-2.47	-0.057	-0.059	0.995
105133	138.65	3.24	-1.56	-0.050	-0.011	0.997
105184	138.54	1.86	-0.28	-0.033	-0.007	0.993
105235	138.33	3.51	0.69	-0.061	0.012	0.999
105286	137.94	3.12	0.20	-0.054	0.003	1.000
105339	137.60	2.26	3.41	-0.039	0.057	0.991
105389	137.11	2.96	4.72	-0.054	0.087	0.999
105440	136.66	3.23	8.39	-0.057	0.147	0.993
105491	136.04	2.74	10.02	-0.047	0.177	0.992
105544	135.40	2.74	12.54	-0.049	0.217	0.984
105594	134.80	3.53	16.10	-0.071	0.303	0.972
105645	134.16	3.82	19.17	-0.054	0.314	0.965
105696	133.41	3.50	20.73	-0.054	0.344	0.941
105749	132.84	3.52	25.49	-0.067	0.447	0.922
105799	132.23	4.07	28.43	-0.073	0.510	0.905
105850	131.70	4.51	31.37	-0.087	0.528	0.875
105901	131.10	4.64	32.90	-0.085	0.571	0.885
105954	130.64	4.82	35.55	-0.092	0.612	0.851
106005	130.19	5.45	37.46	-0.101	0.639	0.829
106056	129.77	6.27	38.94	-0.115	0.658	0.817
106108	129.35	5.85	40.09	-0.105	0.674	0.801
106159	129.07	6.24	42.00	-0.117	0.756	0.784
106210	128.53	6.46	41.60	-0.107	0.698	0.799
106261	128.31	6.91	44.01	-0.128	0.744	0.754
106314	128.09	6.87	46.54	-0.128	0.769	0.732
106364	127.80	8.14	48.03	-0.155	0.788	0.714
106415	127.23	7.34	47.43	-0.143	0.799	0.762
106466	127.15	8.81	50.56	-0.161	0.800	0.655
106519	126.95	7.99	52.89	-0.148	0.870	0.651
106570	126.74	9.47	54.66	-0.178	0.867	0.617
106621	126.15	8.84	53.93	-0.164	0.845	0.637
106674	126.06	9.13	56.81	-0.175	0.907	0.567
106725	125.66	10.22	57.65	-0.190	0.897	0.577
106776	125.52	10.28	60.04	-0.199	0.936	0.531
106828	125.55	10.35	63.26	-0.197	0.966	0.488
106879	125.12	12.02	63.73	-0.228	0.959	0.473
106930	125.36	11.97	67.45	-0.229	1.001	0.417
106981	125.00	12.16	68.06	-0.232	0.997	0.402
107034	124.90	13.28	69.86	-0.255	1.016	0.373
107084	124.58	12.86	70.41	-0.248	1.023	0.366
107135	124.53	12.95	72.12	-0.245	1.015	0.329
107186	124.61	13.82	74.20	-0.268	1.051	0.299
107239	124.57	15.17	75.63	-0.292	1.045	0.269
107290	124.27	14.40	75.92	-0.278	1.050	0.264
107341	124.14	14.64	76.78	-0.281	1.053	0.248
107394	123.86	15.11	77.17	-0.288	1.045	0.240
107445	124.07	15.46	79.45	-0.299	1.064	0.198
107496	123.85	15.87	80.15	-0.307	1.063	0.185
107549	123.90	16.55	81.93	-0.318	1.062	0.151
107600	123.83	16.72	83.29	-0.325	1.075	0.126
107651	124.09	17.14	85.74	-0.333	1.075	0.080
107704	124.34	18.12	88.13	-0.353	1.081	0.036
107755	124.29	18.58	89.31	-0.364	1.082	0.013
107806	124.65	18.99	91.63	-0.371	1.077	-0.030
107859	124.57	19.31	92.45	-0.378	1.083	-0.045
107910	124.77	19.85	93.87	-0.388	1.073	-0.073
107961	124.73	19.92	94.42	-0.392	1.078	-0.084
108014	124.91	20.17	95.45	-0.396	1.071	-0.102
108065	124.93	20.37	95.78	-0.399	1.072	-0.109
108116	124.78	20.24	95.50	-0.397	1.072	-0.104
108169	124.56	20.06	94.89	-0.389	1.064	-0.091
108220	124.64	20.17	95.12	-0.395	1.069	-0.097
108271	124.99	20.77	96.12	-0.407	1.066	-0.114
108324	124.95	20.55	95.91	-0.394	1.014	-0.102
108375	124.96	20.23	95.77	-0.392	1.037	-0.105
108426	124.82	20.31	95.11	-0.404	1.069	-0.080
108479	124.97	20.38	95.35	-0.397	1.045	-0.108
108530	124.95	20.12	95.08	-0.393	1.073	-0.092
108581	125.04	20.50	95.14	-0.403	1.065	-0.094
108634	125.06	20.47	94.99	-0.402	1.079	-0.101
108685	125.25	20.38	95.33	-0.396	1.060	-0.099
108736	125.35	20.35	95.43	-0.400	1.073	-0.102
108789	125.29	20.51	95.05	-0.399	1.064	-0.094
108840	125.49	20.08	95.40	-0.394	1.072	-0.102
108891	125.51	20.26	95.27	-0.393	1.061	-0.098
108944	125.55	20.44	95.15	-0.400	1.068	-0.098
108995	125.99	20.71	96.19	-0.421	1.082	-0.160
109046	126.94	20.98	98.32	-0.423	1.056	-0.225
109099	126.86	20.48	96.97	-0.411	1.096	-0.131
109150	127.61	21.01	97.49	-0.422	1.074	-0.175
109201	127.42	19.39	94.74	-0.381	1.079	-0.073
109254	127.75	18.83	92.95	-0.394	1.087	-0.094
109305	127.66	18.41	89.23	-0.371	1.123	0.029
109356	128.02	17.18	86.23	-0.351	1.086	0.036
109409	128.52	15.70	82.49	-0.307	1.107	0.164
109460	128.84	14.47	77.24	-0.307	1.073	0.204
109511	129.68	13.48	72.80	-0.260	1.059	0.332
109564	130.44	11.09	65.83	-0.233	0.994	0.397
109615	131.75	9.98	60.16	-0.194	0.935	0.557
109666	133.04	8.25	51.58	-0.166	0.842	0.626
109719	135.01	7.00	43.72	-0.113	0.695	0.772
109770	137.09	5.67	34.07	-0.109	0.568	0.792
109821	139.62	4.42	24.52	-0.081	0.367	0.935
109874	142.59	3.82	14.47	-0.083	0.121	0.845
109925	145.40	3.85	3.00	-0.103	0.079	0.959
109976	148.34	3.59	-7.90	-0.085	-0.329	0.896
110029	151.13	5.01	-19.58	-0.093	-0.340	0.840
110080	153.39	6.64	-31.23	-0.098	-0.611	0.776
110131	155.20	8.43	-42.34	-0.133	-0.653	0.678
110182	156.60	10.46	-52.11	-0.193	-0.787	0.551
110234	157.79	12.59	-60.54	-0.205	-0.887	0.482
110285	158.44	14.10	-68.52	-0.235	-0.849	0.345
110336	159.12	15.42	-74.51	-0.275	-0.968	0.279
110387	159.62	17.71	-79.66	-0.305	-0.957	0.169
110439	159.94	18.25	-84.46	-0.316	-0.957	0.101
110490	160.01	19.50	-88.85	-0.345	-0.981	0.023
110541	160.44	21.08	-91.38	-0.366	-0.953	-0.016
110592	160.25	21.23	-94.95	-0.380	-0.975	-0.087
110645	160.32	22.03	-97.23	-0.387	-0.961	-0.119
110695	160.46	23.01	-98.65	-0.400	-0.932	-0.142
110746	160.23	22.83	-100.51	-0.410	-0.958	-0.177
110797	160.66	23.09	-100.23	-0.405	-0.935	-0.169
110850	160.43	23.29	-101.12	-0.410	-0.936	-0.180
110900	160.67	23.17	-100.36	-0.413	-0.950	-0.174
110951	160.67	22.81	-99.70	-0.400	-0.936	-0.160
111002	160.72	22.39	-98.43	-0.397	-0.955	-0.141
111055	160.96	22.06	-96.08	-0.389	-0.954	-0.104
111105	161.00	21.13	-93.70	-0.372	-0.958	-0.057
111156	160.95	20.13	-90.98	-0.358	-0.977	-0.018
111207	161.07	19.24	-86.96	-0.338	-0.960	0.052
111260	160.95	18.10	-82.64	-0.319	-0.958	0.126
111311	160.68	16.68	-77.92	-0.294	-0.957	0.203
111362	160.26	15.12	-72.51	-0.263	-0.923	0.284
111415	159.61	13.35	-66.19	-0.231	-0.891	0.396
111466	158.79	11.61	-58.95	-0.201	-0.826	0.493
111519	157.58	9.77	-50.68	-0.164	-0.732	0.610
111570	156.07	8.25	-42.18	-0.142	-0.640	0.713
111621	154.26	6.72	-32.29	-0.109	-0.501	0.798
111674	151.98	4.86	-21.35	-0.083	-0.339	0.872
