744870004	-25
744880006	-25
744890004	-26
744900007	-26
744910005	-26
744920003	-26
744930006	-26
744940004	-26
744950006	-26
744960003	-26
744970006	-26
744980003	-26
744990005	-26
745000003	-26
745010006	-26
745020004	-25
745030006	-25
745040004	-25
745050007	-25
745060005	-25
745070004	-24
745080006	-24
745090005	-24
745100004	-23
745110006	-23
745120004	-23
745130006	-22
745140005	-22
745150004	-21
745160006	-21
745170004	-20
745180006	-20
745190006	-19
745200007	-19
745210006	-18
745220005	-17
745230004	-17
745240006	-16
745250004	-16
745260007	-15
745270005	-14
745280007	-14
745290006	-13
745300005	-12
745310007	-12
745320005	-11
745330007	-10
745340006	-9
745350007	-9
745360003	-8
745370005	-7
745380007	-7
745390004	-6
745400005	-5
745410006	-4
745420007	-4
745430004	-3
745440005	-2
745450006	-2
745460004	-1
745470005	0
745480004	0
745490004	1
745500004	2
745510005	2
745520005	3
745530006	3
745540006	4
745550007	5
745560007	5
745570007	6
745580007	6
745590003	7
745600004	7
745610004	7
745620005	8
745630006	8
745640006	9
745650007	9
745660007	9
745670004	9
745680005	10
745690006	10
745700004	10
745710007	10
745720005	11
745730007	11
745740004	11
745750006	11
745760003	11
745770005	11
745780006	11
745790005	11
745800006	11
745810003	11
745820005	11
745830007	11
745840005	11
745850007	11
745860005	11
745870006	10
745880004	10
745890006	10
745900004	10
745910007	9
745920007	9
745930003	9
745940004	8
745950004	8
745960005	8
745970006	7
745980007	7
745990004	6
746000004	6
746010005	5
746020005	5
746030006	4
746040006	4
746050007	3
746060006	3
746070007	2
746080008	1
746090003	1
746100004	0
746110004	-1
746120005	-1
746130006	-2
746140007	-3
746150004	-3
746160005	-4
746170006	-5
746180006	-6
746190007	-6
746200004	-7
746210005	-8
746220007	-8
746230004	-9
746240005	-10
746250003	-10
746260006	-11
746270005	-12
746280007	-12
746290006	-13
746300005	-14
746310007	-15
746320005	-15
746330007	-16
746340005	-16
746350004	-17
746360006	-18
746370005	-18
746380004	-19
746390007	-19
746400005	-20
746410008	-20
746420006	-21
746430004	-21
746440007	-22
746450006	-22
746460004	-22
746470006	-23
746480005	-23
746490004	-23
746500007	-24
746510005	-24
746520007	-24
746530005	-24
746540004	-25
746550006	-25
746560003	-25
746570005	-25
746580008	-25
746590005	-25
746600004	-25
746610006	-25
746620005	-26
746630004	-26
746640006	-26
746650005	-26
746660004	-26
746670006	-25
746680004	-25
746690006	-25
746700004	-25
746710007	-25
746720005	-25
746730007	-24
746740005	-24
746750003	-24
746760006	-23
746770004	-23
746780006	-23
746790005	-22
746800003	-22
746810006	-22
746820005	-21
746830004	-21
746840007	-20
746850005	-20
746860004	-19
746870006	-19
746880005	-18
746890004	-18
746900006	-17
746910004	-16
746920006	-16
746930006	-15
746940004	-15
746950007	-14
746960006	-13
746970004	-12
746980006	-12
746990005	-11
747000003	-10
747010005	-10
747020005	-9
747030006	-8
747040007	-8
747050005	-7
747060006	-6
747070007	-6
747080004	-5
747090006	-4
747100003	-3
747110004	-3
747120005	-2
747130007	-1
747140004	-1
747150005	0
747160005	1
747170006	1
747180006	2
747190006	2
747200006	3
747210007	3
747220007	4
747230004	5
747240004	5
747250005	6
747260005	6
747270005	6
747280006	7
747290003	7
747300004	8
747310005	8
747320006	8
747330007	9
747340007	9
747350003	9
747360004	10
747370006	10
747380004	10
747390006	10
747400003	10
747410005	10
747420007	11
747430005	11
747440007	11
747450004	11
747460006	11
747470008	11
747480005	11
747490006	11
747500004	11
747510006	11
747520007	10
747530005	10
747540007	10
747550005	10
747560007	10
747570005	9
747580006	9
747590007	9
747600007	9
747610004	8
747620004	8
747630005	7
747640005	7
747650006	7
747660006	6
747670007	6
747680007	5
747690004	5
747700005	4
747710005	4
747720006	3
747730007	2
747740007	2
747750004	1
747760004	1
747770005	0
747780005	-1
747790006	-1
747800007	-2
747810004	-3
747820005	-3
747830007	-4
747840003	-5
747850005	-5
747860006	-6
747870003	-7
747880005	-8
747890006	-8
747900007	-9
747910005	-10
747920007	-10
747930006	-11
747940004	-12
747950007	-12
747960004	-13
747970007	-14
747980005	-14
747990004	-15
748000007	-16
748010005	-16
748020004	-17
748030006	-17
748040005	-18
748050007	-18
748060006	-19
748070004	-19
748080006	-20
748090004	-20
748100007	-21
748110005	-21
748120003	-22
748130006	-22
748140003	-22
748150006	-23
748160005	-23
748170004	-23
748180007	-24
748190005	-24
748200003	-24
748210006	-24
748220005	-25
748230007	-25
748240005	-25
748250003	-25
748260006	-25
748270004	-25
748280006	-25
748290005	-25
748300007	-25
748310005	-25
748320004	-25
748330006	-25
748340004	-25
748350006	-25
748360005	-25
748370003	-25
748380006	-24
748390004	-24
748400007	-24
748410006	-24
748420004	-23
748430007	-23
748440005	-23
748450003	-22
748460005	-22
748470003	-22
748480006	-21
748490005	-21
748500004	-20
748510006	-20
748520005	-19
748530007	-19
748540005	-18
748550004	-18
748560006	-17
748570004	-17
748580007	-16
748590005	-15
748600003	-15
748610007	-14
748620005	-14
748630007	-13
748640006	-12
748650005	-12
748660007	-11
748670006	-10
748680004	-10
748690006	-9
748700003	-8
748710005	-7
748720006	-7
748730007	-6
748740005	-5
748750005	-5
748760006	-4
748770004	-3
748780005	-3
748790007	-2
748800003	-1
748810005	-1
748820005	0
748830006	1
748840006	1
748850007	2
748860007	2
748870004	3
748880005	3
748890006	4
748900007	5
748910006	5
748920007	6
748930007	6
748940004	6
748950004	7
748960005	7
748970005	8
748980006	8
748990007	8
749000007	9
749010003	9
749020004	9
749030005	9
749040006	9
749050007	10
749060005	10
749070008	10
749080005	10
749090007	10
749100004	10
749110006	10
749120005	10
749130006	10
749140004	10
749150005	10
749160006	10
749170004	10
749180006	10
749190004	10
749200005	10
749210004	10
749220006	9
749230007	9
749240007	9
749250003	9
749260005	8
749270005	8
749280005	8
749290006	7
749300006	7
749310006	7
749320007	6
749330004	6
749340005	5
749350005	5
749360006	4
749370007	4
749380007	3
749390003	3
749400004	2
749410005	1
749420005	1
749430006	0
749440005	0
749450005	-1
749460006	-2
749470006	-2
749480004	-3
749490005	-4
749500007	-4
749510004	-5
749520005	-6
749530006	-6
749540004	-7
749550005	-8
749560006	-9
749570007	-9
749580005	-10
749590004	-11
749600006	-11
749610005	-12
749620004	-13
749630006	-13
749640005	-14
749650003	-15
749660005	-15
749670003	-16
749680005	-16
749690003	-17
749700006	-17
749710004	-18
749720006	-18
749730005	-19
749740008	-19
749750006	-20
749760004	-20
749770006	-21
749780004	-21
749790006	-22
749800004	-22
749810006	-22
749820005	-23
749830004	-23
749840006	-23
749850005	-24
749860003	-24
749870006	-24
749880004	-24
749890007	-24
749900005	-24
749910007	-25
749920006	-25
749930004	-25
749940005	-25
749950004	-25
749960006	-25
749970004	-25
749980006	-25
749990004	-25
750000007	-25
750010005	-25
750020003	-25
750030007	-24
750040005	-24
750050007	-24
750060005	-24
750070003	-23
750080006	-23
750090004	-23
750100007	-23
750110005	-22
750120004	-22
750130006	-22
750140004	-21
750150006	-21
750160004	-20
750170007	-20
750180006	-19
750190004	-19
750200007	-18
750210006	-18
750220004	-17
750230007	-17
750240005	-16
750250007	-15
750260005	-15
750270003	-14
750280005	-14
750290007	-13
750300006	-12
750310004	-12
750320007	-11
750330005	-10
750340007	-10
750350005	-9
750360007	-8
750370004	-8
750380006	-7
750390007	-6
750400004	-6
750410006	-5
750420006	-4
750430008	-3
750440004	-3
750450006	-2
750460006	-2
750470004	-1
750480005	0
