249940004	-13
249950003	-14
249960003	-14
249970002	-15
249980003	-15
249990002	-16
250000003	-16
250010002	-17
250020003	-17
250030002	-18
250040004	-18
250050003	-19
250060004	-19
250070003	-20
250080004	-20
250090003	-21
250100004	-21
250110003	-22
250120001	-22
250130003	-23
250140004	-23
250150002	-23
250160003	-24
250170004	-24
250180002	-25
250190003	-25
250200004	-25
250210003	-26
250220004	-26
250230002	-26
250240003	-26
250250001	-27
250260002	-27
250270003	-27
250280001	-27
250290003	-28
250300004	-28
250310002	-28
250320003	-28
250330004	-28
250340002	-28
250350003	-28
250360002	-29
250370002	-29
250380003	-29
250390004	-29
250400002	-29
250410004	-29
250420002	-29
250430003	-29
250440004	-29
250450002	-29
250460001	-28
250470002	-28
250480003	-28
250490004	-28
250500001	-28
250510001	-28
250520003	-28
250530004	-27
250540002	-27
250550002	-27
250560004	-27
250570003	-26
250580004	-26
250590002	-26
250600004	-25
250610003	-25
250620004	-25
250630003	-24
250640004	-24
250650002	-24
250660003	-23
250670004	-23
250680003	-22
250690004	-22
250700003	-21
250710004	-21
250720003	-20
250730003	-20
250740003	-19
250750004	-19
250760003	-18
250770004	-18
250780003	-17
250790001	-17
250800004	-16
250810004	-16
250820003	-15
250830004	-15
250840002	-14
250850003	-14
250860003	-13
250870004	-13
250880003	-12
250890004	-12
250900003	-11
250910001	-11
250920003	-10
250930001	-10
250940004	-9
250950001	-9
250960003	-8
250970004	-8
250980002	-7
250990003	-7
251000002	-6
251010003	-6
251020002	-5
251030003	-5
251040001	-4
251050001	-4
251060001	-4
251070003	-3
251080004	-3
251090001	-3
251100003	-2
251110004	-2
251120002	-2
251130004	-1
251140001	-1
251150002	-1
251160003	-1
251170004	-1
251180003	0
251190003	0
251200003	0
251210004	0
251220004	0
251230004	0
251240001	0
251250001	0
251260001	0
251270003	1
251280004	1
251290001	1
251300002	1
251310002	1
251320003	1
251330003	1
251340002	0
251350002	0
251360003	0
251370003	0
251380004	0
251390004	0
251400004	0
251410003	-1
251420004	-1
251430001	-1
251440002	-1
251450004	-2
251460002	-2
251470003	-2
251480002	-3
251490002	-3
251500003	-3
251510002	-4
251520003	-4
251530003	-4
251540003	-5
251550003	-5
251560002	-6
251570002	-6
251580003	-7
251590004	-7
251600001	-7
251610003	-8
251620002	-9
251630003	-9
251640004	-9
251650002	-10
251660003	-10
251670002	-11
251680001	-12
251690003	-12
251700001	-13
251710002	-13
251720001	-14
251730002	-14
251740003	-15
251750001	-15
251760003	-16
251770004	-16
251780004	-17
251790002	-17
251800004	-18
251810002	-18
251820003	-19
251830001	-19
251840003	-20
251850001	-20
251860003	-21
251870003	-21
251880002	-22
251890003	-22
251900002	-23
251910004	-23
251920001	-23
251930003	-24
251940001	-24
251950002	-24
251960004	-25
251970002	-25
251980003	-25
251990002	-26
252000003	-26
252010001	-26
252020003	-27
252030004	-27
252040002	-27
252050003	-27
252060002	-28
252070003	-28
252080003	-28
252090004	-28
252100003	-28
252110004	-28
252120002	-28
252130003	-28
252140001	-28
252150002	-28
252160004	-29
252170002	-29
252180004	-29
252190002	-29
252200003	-29
252210004	-29
252220003	-28
252230004	-28
252240004	-28
252250002	-28
252260003	-28
252270004	-28
252280002	-28
252290003	-27
252300001	-27
252310002	-27
252320004	-27
252330003	-26
252340004	-26
252350002	-26
252360003	-26
252370002	-25
252380003	-25
252390004	-25
252400003	-24
252410004	-24
252420003	-23
252430004	-23
252440001	-23
252450003	-22
252460004	-22
252470003	-21
252480004	-21
252490003	-20
252500001	-20
252510003	-19
252520001	-19
252530003	-18
252540001	-18
252550003	-17
252560004	-17
252570003	-16
252580003	-16
252590003	-15
252600004	-15
252610003	-14
252620004	-14
252630003	-13
252640004	-13
252650003	-12
252660004	-12
252670003	-11
252680001	-10
252690002	-10
252700002	-9
252710003	-9
252720003	-9
252730002	-8
252740003	-8
252750001	-7
252760001	-7
252770003	-6
252780003	-6
252790002	-5
252800003	-5
252810001	-4
252820002	-4
252830002	-4
252840004	-3
252850002	-3
252860003	-3
252870001	-2
252880002	-2
252890003	-2
252900004	-2
252910003	-1
252920003	-1
252930003	-1
252940004	-1
252950003	0
252960003	0
252970004	0
252980004	0
252990004	0
253000002	0
253010002	0
253020003	0
253030003	0
253040003	0
253050004	0
253060002	0
253070002	0
253080003	0
253090003	0
253100003	0
253110003	0
253120004	0
253130004	0
253140004	0
253150001	0
253160001	0
253170003	-1
253180003	-1
253190004	-1
253200002	-1
253210004	-2
253220002	-2
253230003	-2
253240004	-3
253250002	-3
253260003	-3
253270004	-3
253280002	-4
253290003	-4
253300002	-5
253310003	-5
253320004	-5
253330002	-6
253340002	-6
253350004	-7
253360001	-7
253370003	-8
253380001	-8
253390003	-9
253400003	-9
253410002	-10
253420003	-10
253430002	-11
253440003	-11
253450002	-12
253460004	-12
253470002	-13
253480003	-13
253490002	-14
253500002	-14
253510004	-15
253520002	-15
253530004	-16
253540002	-16
253550004	-17
253560002	-17
253570003	-18
253580001	-18
253590003	-19
253600001	-19
253610003	-20
253620004	-20
253630003	-21
253640004	-21
253650003	-22
253660004	-22
253670002	-23
253680003	-23
253690004	-23
253700003	-24
253710004	-24
253720003	-25
253730001	-25
253740003	-25
253750004	-25
253760003	-26
253770003	-26
253780004	-26
253790002	-27
253800003	-27
253810003	-27
253820004	-27
253830004	-27
253840003	-28
253850004	-28
253860002	-28
253870003	-28
253880003	-28
253890001	-28
253900002	-28
253910003	-28
253920004	-28
253930002	-28
253940003	-28
253950003	-28
253960004	-28
253970002	-28
253980003	-28
253990004	-28
254000004	-28
254010001	-28
254020002	-28
254030003	-28
254040004	-28
254050003	-27
254060004	-27
254070002	-27
254080003	-27
254090003	-27
254100001	-26
254110003	-26
254120004	-26
254130003	-25
254140003	-25
254150004	-25
254160003	-24
254170004	-24
254180004	-24
254190003	-23
254200001	-23
254210004	-22
254220001	-22
254230003	-21
254240001	-21
254250002	-21
254260001	-20
254270003	-20
254280002	-19
254290003	-19
254300003	-18
254310003	-18
254320003	-17
254330004	-17
254340003	-16
254350004	-16
254360003	-15
254370004	-15
254380003	-14
254390002	-13
254400004	-13
254410003	-12
254420004	-12
254430003	-11
254440001	-11
254450004	-10
254460001	-10
254470003	-9
254480003	-9
254490002	-8
254500003	-8
254510004	-7
254520001	-7
254530003	-6
254540004	-6
254550001	-6
254560003	-5
254570004	-5
254580003	-4
254590003	-4
254600001	-4
254610003	-3
254620004	-3
254630002	-3
254640004	-2
254650002	-2
254660003	-2
254670003	-2
254680002	-1
254690003	-1
254700003	-1
254710004	-1
254720003	0
254730004	0
254740004	0
254750001	0
254760001	0
254770002	0
254780002	0
254790003	0
254800003	0
254810004	0
254820004	0
254830001	0
254840002	0
254850002	0
254860002	0
254870004	0
254880004	0
254890004	0
254900003	0
254910003	0
254920003	0
254930004	-1
254940004	-1
254950004	-1
254960003	-1
254970003	-2
254980003	-2
254990002	-2
255000004	-2
255010003	-3
255020002	-3
255030004	-3
255040004	-4
255050003	-4
255060005	-4
255070005	-5
255080004	-5
255090004	-6
255100003	-6
255110005	-7
255120003	-7
255130004	-7
255140003	-8
255150004	-9
255160003	-9
255170004	-9
255180004	-10
255190004	-10
255200005	-11
255210006	-12
255220005	-12
255230005	-12
255240006	-13
255250004	-14
255260002	-14
255270005	-15
255280001	-15
255290005	-16
255300005	-16
255310003	-17
255320003	-17
255330002	-18
255340003	-18
255350002	-19
255360003	-19
255370002	-20
255380002	-20
255390004	-21
255400001	-21
255410003	-21
255420001	-22
255430002	-22
255440004	-23
255450002	-23
255460003	-24
255470003	-24
255480003	-24
255490002	-25
255500003	-25
255510003	-25
255520002	-26
255530003	-26
255540004	-26
255550004	-26
255560004	-27
255570004	-27
255580002	-27
255590003	-27
255600004	-27
255610003	-28
255620004	-28
255630001	-28
255640003	-28
255650003	-28
255660004	-28
255670002	-28
255680003	-28
255690003	-28
255700001	-28
255710003	-28
255720003	-28
255730004	-28
255740002	-28
255750003	-28
255760004	-28
255770002	-28
255780003	-28
255790003	-28
255800002	-28
255810003	-27
255820002	-27
255830003	-27
255840004	-27
255850002	-27
255860002	-26
255870003	-26
255880004	-26
255890002	-25
255900003	-25
255910004	-25
255920003	-24
255930004	-24
255940003	-24
255950001	-23
255960003	-23
255970001	-22
255980003	-22
255990004	-22
256000003	-21
256010004	-21
256020003	-20
256030003	-20
256040002	-19
256050003	-19
256060002	-18
256070003	-18
256080002	-17
256090002	-17
256100004	-16
